,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
0,0.27710607809830223,0.0979822971514337,0.9304149025112907,0.48687835548248526,0.7206884589172685,0.19227314884745006,0.21003226267177355,0.24459837442297117,0.17519978032457872,0.3671296554168445,0.9817632271577538,0.28586453498929176,0.9795898385852042,0.924292225428429,0.631067153791332,0.11923773362509449,0.8558422388809054,0.7826232552109854,0.8159078431707419,0.5756240078364628,0.0375979671541149,0.5328833741700755,0.3465766230101699,0.32928045494939573,0.6067943268933316,0.8259320267238617,0.27302094711264135,0.5033403417758961,0.8285680162611235,0.4297915271138404,0
1,0.4916651299733146,0.7525309516885211,0.7809700682181605,0.5241475705783089,0.6352080151141424,0.2839282154037661,0.8213453365828979,0.8742427558435689,0.45421124127503576,0.6226109729825037,0.26768194917776955,0.7264561174333635,0.379144351520044,0.34557992600426013,0.6946141093166552,0.5857820250124011,0.8442085906843172,0.6620730190733934,0.5906398105241163,0.6124802388340392,0.25867894749143616,0.4135665474604492,0.7973828085952472,0.4318192458383877,0.034472583910755805,0.5812942885652124,0.28211094972119344,0.8567253330048241,0.35207177161500824,0.8015420049897833,0
2,0.8627490750081948,0.00028493567099785455,0.7939387254515474,0.2972856895157705,0.4410127822292056,0.2946349312776113,0.841180813069712,0.8048387502026618,0.31135154456895087,0.1710940154931807,0.2051660908900207,0.761732260135602,0.8544883680264902,0.6850024112244847,0.09742439840662886,0.016171833349963416,0.9102469456116321,0.8056444558924158,0.5498053412238131,0.9433673010079042,0.2852575572690704,0.1482899027893746,0.8124673871130738,0.0361977943157622,0.3835271718624418,0.46861965195514954,0.9607919176595991,0.01641267356471965,0.47782070716788116,0.03316466821838404,0
3,0.49842535451112313,0.5690247466022398,0.07502435571596444,0.8473740428261947,0.9354946661099013,0.027728281809638933,0.861926297784073,0.8354844992842188,0.5230679160234175,0.0404990188361688,0.19556352348128614,0.20459780027979002,0.8459200366418718,0.9587159925023316,0.48484567090189834,0.04391983510539077,0.2354498451705871,0.09324699729944774,0.8662003890317971,0.43991728021844534,0.047735213752449046,0.6804468052535962,0.36143296897912613,0.6441877891879756,0.5165718097031795,0.44674722182089555,0.47807039345593894,0.06584133450509477,0.06547720273384627,0.08170261118820599,0
4,0.1933812360876337,0.6886588423134437,0.08122017267431325,0.90740908715966,0.004015151237627523,0.2730580938593603,0.8790081449450574,0.41789961184376234,0.3038219630933723,0.2041070633854979,0.6129795208107699,0.9341444938191446,0.6262169441880826,0.6119201648957141,0.7543106087821217,0.670250938625962,0.3236099189453474,0.8543195098058347,0.35968872544643604,0.9937636403764429,0.3178671973830014,0.008973737238712087,0.9316238061387823,0.3914451411136296,0.9388913086825112,0.6126419021591737,0.49409102462050913,0.9005684073493656,0.40066804759941954,0.8995753709452643,1
5,0.5074655559780111,0.1690309069796596,0.5318651838156323,0.6476895540547161,0.2607915433492566,0.3927445634714519,0.7121893499432851,0.4039819672670998,0.15787993310418214,0.8868879294091919,0.3596768161080326,0.7999983501802109,0.34948099261038623,0.5938159806367584,0.1194968810320911,0.9098279736350384,0.8874674518473818,0.810771405321367,0.8245853210921106,0.17277371533265407,0.27578625424337433,0.10320638659179604,0.9030273267354277,0.4501861010985513,0.7391059097694012,0.0006678929164632974,0.7114681349387851,0.5914366925834705,0.12157670256551867,0.06514916828291284,0
6,0.43852857064686146,0.3771427077069043,0.08094576336993131,0.3558689865947684,0.17972622461874999,0.5461464654532594,0.3000369873179727,0.8078014196449014,0.6429748373556747,0.6346726966596132,0.34067362514393273,0.566046789411158,0.9793439796084421,0.435628812012091,0.8723155445909448,0.9115817704334517,0.05847708378300642,0.6098649283076614,0.5224436837616944,0.4335796689727457,0.7680692879777574,0.7531717415950029,0.8213326213164932,0.3422868114852947,0.9686852910638614,0.8957759933743081,0.8546327842906086,0.29757040114188793,0.15515259494374956,0.7726198519444254,1
7,0.4545907262824319,0.8858035575444109,0.5315635750096995,0.6807933317963436,0.06985272033577161,0.44507325780745854,0.7070517091516867,0.7293757513216387,0.3617090282897788,0.7346358537784756,0.7635106345750957,0.5651263045641242,0.7791771841454551,0.31699956089065384,0.9377391322974661,0.06814869421683045,0.9227971231882518,0.2103702197516082,0.3963954696111378,0.4395601898871949,0.07284667421140534,0.3382425983661189,0.6052869729022944,0.7940041382719492,0.48647526355283877,0.10056410868852295,0.732128075876317,0.18101859288288358,0.2804381715235368,0.9995308620645896,0
8,0.2425839865142435,0.5611749286660015,0.9762146258334302,0.5606412452555467,0.22828414840347022,0.8807328762307156,0.48131219199587805,0.5854569543443796,0.6798092623638731,0.6986780456278854,0.6958122457549086,0.8269029677884134,0.6506676743623407,0.5325669193598943,0.7808873789141442,0.5134372827563138,0.8809729337541158,0.8342089734538416,0.6552790087204832,0.9007491499597036,0.7894046928557454,0.520943313648785,0.37864057418562036,0.02503924234920296,0.8946210372817069,0.9351509716209919,0.593251643970175,0.07154135049622012,0.3231301135501018,0.7822637855904386,1
9,0.5872382318228856,0.0866309764564479,0.04578708894889516,0.17462666979898922,0.3748544651324466,0.5178630601307715,0.7900123277574744,0.017985925309580764,0.9286318688769639,0.30889022485247297,0.7496636375100489,0.6047694870371805,0.3944225619476507,0.2464014435826376,0.7132700435145746,0.9591506702673727,0.3470123521767875,0.9844017110339485,0.9765863933431254,0.49119672782051427,0.6498195907816673,0.6645811165456487,0.05135844124843525,0.6390282519309367,0.5145494385151442,0.8952265876083022,0.08716594536363786,0.627839050549404,0.9598809281512023,0.9742670197405143,1
10,0.12238411162559171,0.9256750761182249,0.29630158455904887,0.9547053854294821,0.7760231923772709,0.4709793383433978,0.39770664378098586,0.5934576977852909,0.19945044417861812,0.1377571952234049,0.2055618946204295,0.1448709223424839,0.4020019620858657,0.23021885176681722,0.969591045303896,0.1896737670484686,0.2449377185284174,0.011320787998806425,0.12122334304540272,0.50481099851292,0.6013957757944014,0.4622437248443585,0.7689548632211883,0.6247815558593773,0.10981353317293407,0.10220341475687511,0.5736390696378675,0.9425632820366165,0.17131778390999786,0.10014975494866307,1
11,0.4747766387580077,0.7146928324961815,0.4695666436144813,0.9896992705501957,0.8642606171541599,0.5240484685204911,0.10340991921484333,0.639082558133303,0.48672207154001623,0.9714793150856956,0.8637365937644801,0.0925188178995685,0.7175782416510129,0.18274151473199785,0.8531517569090976,0.11169500129963761,0.956568190553895,0.9209658759345664,0.17431772730212136,0.24868027099790546,0.6719290818063033,0.4908472378899039,0.17493736046421293,0.4310449795555199,0.7951457094570263,0.13625481984488175,0.007019004381485727,0.7581286940552968,0.4038187533281745,0.05604071555543455,0
12,0.03130811234445752,0.2926646590118188,0.012874063700760052,0.8791421084764286,0.6416218634576193,0.6255062630749547,0.3094714269356784,0.07086170864043118,0.7549656834456536,0.1624231300711546,0.7545540860659982,0.08213015448725569,0.6678404091259373,0.7625171835464984,0.678683829493663,0.52119673351222,0.8071755830476619,0.5479968627252754,0.5303850239887665,0.7995660548433855,0.5574711956186656,0.07423480058758614,0.20631222096538948,0.16159470502945117,0.8993502491785268,0.42367140935506364,0.21363260916758176,0.4720210508520444,0.5255350697715625,0.23261874238184221,0
13,0.9060198228690755,0.015177005726615289,0.7335607280655643,0.2625567741453436,0.6026192207567398,0.6518929104314167,0.10412381842952656,0.3262424287628307,0.2935658279109846,0.8175677350238196,0.9312653808096357,0.9861076164439715,0.8413262167256019,0.4371932028554203,0.10247627866574194,0.9594519147246764,0.5765677152653759,0.7542788253635059,0.2586195855083604,0.008340469512222004,0.3736867081979923,0.19465644872544308,0.25802777169020474,0.39666736805078395,0.48818042071808987,0.9276508881085282,0.11605041718285691,0.9395344709910007,0.6879227162094617,0.2374320783356456,0
14,0.6325229988860569,0.4628271555905977,0.34051075188060476,0.5720968076009854,0.17167425819286397,0.3204077954375122,0.1999533144130159,0.16157793511550278,0.40286133614030006,0.0905554033406677,0.16333078914177435,0.9784049463768305,0.3114661231269764,0.4542716683398571,0.6226645275615438,0.9805927323715053,0.8832945385864169,0.9094076783691537,0.04804385409746015,0.2990583761877367,0.07807965032801056,0.6195223431073498,0.7056710969961488,0.514130603361323,0.019596484574878503,0.3393966283863108,0.6468348733959397,0.7538486644752244,0.7563651306918827,0.7439214922212023,1
15,0.8989237528367515,0.41809508087865144,0.21221460185913843,0.7962579197430443,0.7218546252613156,0.17773631268285572,0.4429251415137079,0.23442914862009157,0.20498255601494708,0.5886389126031626,0.14318065553842463,0.6946799554017153,0.49173379208031975,0.5052480840460126,0.12557312993276648,0.3583595623802227,0.9491376107005072,0.10037651339919573,0.8938430251759819,0.8779790859373223,0.7557083839976544,0.34097952427559086,0.7117951381168028,0.43724081647860924,0.771284280259462,0.2190699815923145,0.3213370786609713,0.7192002245684991,0.33098282572055315,0.3003272286840102,0
16,0.47218472686544033,0.9307983574368902,0.10554824647433958,0.23142391084642155,0.92781196327956,0.6777475161768967,0.07425800698114304,0.22782398973595985,0.5271564586796434,0.5077069450577009,0.2345490490051897,0.8519834421834772,0.9922946929730602,0.7425817541916829,0.460510590640662,0.9435412780724673,0.693847292113556,0.3345554886863348,0.530066754437356,0.7739631507116015,0.30518900340515387,0.5113341915217449,0.8707537361471779,0.6854654700893303,0.8495073409283872,0.5909938442006295,0.813968871082879,0.24935399946547643,0.6893219888084318,0.7952140157793508,1
17,0.6078529639633901,0.4304535297399493,0.4875467931618739,0.04998495805023928,0.9698692137820366,0.8550747013584326,0.44693117417501804,0.8296602206984989,0.4891072292903048,0.2380579201584031,0.5196199730168992,0.5922028781921791,0.6014461501695206,0.8219020717796535,0.2198031765432914,0.036663615901721514,0.3173405849712221,0.6618685502604689,0.8278114484489023,0.14178091636991907,0.934079853505233,0.19469266817749098,0.9468359445180016,0.5561265605373238,0.33435111282954877,0.4210711748208783,0.19974803452604895,0.31541630607813875,0.04061251102349894,0.9626749584963872,1
18,0.8695211401516605,0.40490257577961997,0.6229693169096607,0.69819531675078,0.6758259671163709,0.661284543949321,0.850423960395466,0.9823756205043475,0.03672858124903389,0.7546690403980872,0.7581574096346537,0.4921854044941518,0.6612476215315133,0.6507534404857744,0.6187494916198095,0.2689828056616609,0.8040238162836202,0.12276211480250676,0.4658038814814097,0.008528059083311001,0.38148787525489747,0.7809529965147014,0.9193522589339469,0.3578861505584062,0.5329345044514773,0.00304101406127788,0.013201330038427939,0.2330094747681435,0.04909103984378482,0.2209320405723183,0
19,0.8034347273413616,0.005782769551611389,0.2626353552401608,0.9309580115023871,0.20456868664957906,0.2756317890033153,0.8815883999843784,0.5304473748702422,0.8968138712295772,0.8522271460388342,0.042215084318677376,0.6932776469686535,0.9991087851528864,0.4381762177374817,0.871033027006961,0.31127345475800583,0.18063030398754631,0.34023101553070567,0.5368621095346117,0.22203239443418776,0.8311157708583888,0.44513161598171613,0.34089344205553396,0.396189525273946,0.8745746091271625,0.6302773422416458,0.09252701500997773,0.3905420910910542,0.3496925185427838,0.44239993345323614,0
20,0.2665957335767365,0.7103231571447689,0.423754065860414,0.8898642115687774,0.6054758925861773,0.7320545133728241,0.3546303367070358,0.2997615795957741,0.2710234895221607,0.2297266531463108,0.4628407601840463,0.6762715880440241,0.48209908516360545,0.9844887222378139,0.9213225036501856,0.31497062519881014,0.16579034988382768,0.9324789617475998,0.10112113258435151,0.8028749786769177,0.012331572486653841,0.19736782613564086,0.3703337849868106,0.39448690827967814,0.19652624152084874,0.7425831145832973,0.6454630628837015,0.5733551027510054,0.9022138684014641,0.9152313050514472,1
21,0.1159908183028131,0.8835561702645295,0.5808594803655518,0.8994415657879185,0.7806004198543318,0.07084906966473681,0.7271710361234361,0.29101350656084346,0.5393009649087054,0.8936761264333303,0.36563892888585314,0.5350774360212839,0.9570466732776295,0.5006110105444269,0.8155862546881978,0.3467257638341037,0.44118328781767857,0.12297216458564209,0.39532184003090143,0.08353053530329768,0.48071146950923216,0.607352024121231,0.9550437419053287,0.6570509924550324,0.2736681562252744,0.11808879774483827,0.9406546206191808,0.20784647014429136,0.017240824854691472,0.18045598147648179,1
22,0.12445049592022883,0.7663112013630243,0.2300958419268091,0.6281851710517724,0.5719404641400635,0.03491561101176488,0.6641619678150531,0.9479325623250408,0.15542249254743667,0.22650778980360908,0.5744458394917586,0.6161868815679333,0.971136772172688,0.9854096455526477,0.919866854788378,0.7293586283562525,0.4331734104674235,0.9055487900656364,0.6809055579905496,0.7408982485389191,0.11411221059487686,0.8478887429211268,0.09027257806939748,0.438531475497713,0.18986804178342465,0.5499937355101837,0.8613691641211825,0.6745460979718674,0.5217949788419683,0.7949231999132332,1
23,0.9728940755908201,0.7996996244341088,0.3712965090561078,0.9459132055125445,0.5255029050901077,0.5207903567017566,0.32549065219077467,0.7857009840365864,0.3209916645080303,0.6209693728016397,0.8438417308934637,0.7796699271745052,0.572222266269455,0.17565294802743203,0.13454744490625847,0.46974901208530184,0.7188510464161647,0.5290185927549844,0.24946541605176475,0.9429530636072289,0.8089493283356858,0.1251892900134739,0.695572562458507,0.30719288601064765,0.5603511923351444,0.37694420286059693,0.9568277730778527,0.4939081726791018,0.7895326734730957,0.5823076804845964,1
24,0.7658477974347165,0.6140483124578074,0.8985015028786787,0.6538450553600835,0.6303391618162846,0.9446668877499453,0.5707650830980585,0.2521091089340769,0.15340298467475877,0.6054262441983729,0.007889660281787614,0.3484103714782135,0.5332874217093719,0.4044831903439108,0.8172148603924424,0.9966396285379145,0.2872242110438662,0.7282880638310765,0.758724870016155,0.19535049410105954,0.6002328947137027,0.811582355443884,0.05242637954999241,0.7237005849403843,0.6245493451199291,0.48331451934240155,0.6081063838637636,0.8118190614262865,0.387514673069834,0.3259928565280321,1
25,0.49767091440559763,0.9433015710028884,0.5098253929223598,0.11297821840565725,0.5902925587976107,0.6651051100148556,0.7554826239262413,0.5481823480876894,0.9735587661585453,0.4071533643850056,0.995978677061333,0.2949370852165686,0.05646526818691466,0.08021638327440106,0.042546882245457884,0.5448075574583878,0.18499888132079212,0.15785741631147332,0.17913405088227474,0.37358384193451444,0.0211779008850842,0.35673698365350437,0.7923630482766205,0.4329758357342003,0.6433352470892136,0.6207909983631981,0.17719940881461493,0.5121232756188393,0.6645889417542516,0.8724484745090204,0
26,0.5270464852285386,0.41933441322398046,0.5403630232289416,0.7554276633024504,0.85473359156594,0.3693240297413205,0.16254664237787642,0.3927369007801019,0.5198865577379487,0.07695500197546823,0.15159261878639574,0.909187107496354,0.04365911649075638,0.9192487080348735,0.8162892329772486,0.3063469717870264,0.13051742595329674,0.6406735351835668,0.2546708348510336,0.6860209590398355,0.582653152669973,0.06763440444802815,0.8749587646535587,0.6341074428412038,0.09726778749515141,0.35173801024468354,0.6851784910173966,0.8355381508908072,0.45842492089716247,0.8157629198756297,1
27,0.7966875737747585,0.4918227463077831,0.5136725640859808,0.8366339738207476,0.49924847459594357,0.8499200176818542,0.6350279096917331,0.4386403117066595,0.14514905582695292,0.49802472904575745,0.1717941003518113,0.7319821510216968,0.23236757695596444,0.865188367075188,0.9495405495770292,0.2035875350763937,0.20670401321237986,0.9353268096547249,0.28504542152958,0.7628796297087099,0.4891505938361099,0.05905550479023958,0.846888427547637,0.4129229631158665,0.36280670864020803,0.8859562484773189,0.8410301020748593,0.7462446968406826,0.18579964294668683,0.28793745901264256,1
28,0.516737530571034,0.7929327178676064,0.33716826785900844,0.17028791844308833,0.9950086813965376,0.1536828775633805,0.42336236359127477,0.4662442460331486,0.07134219628393257,0.5034449926098921,0.7505465545148072,0.31735030149431476,0.5896678936451606,0.4031053300459514,0.8495814996391461,0.40692323346060966,0.618723574428373,0.35755434374435013,0.7319572652108657,0.25846704405798204,0.12467808361928945,0.5169681387707509,0.9892782410033663,0.2360985054746948,0.30414005800298627,0.5651419277245119,0.2697002729444936,0.3561016256806141,0.5499073493113703,0.3407006959725236,1
29,0.8728137305469666,0.36773389003045764,0.8214007264994614,0.6210893807660487,0.01669671722394417,0.8989361814977785,0.34797000971083214,0.6641405933428699,0.05071519880550346,0.5546594830999718,0.9135030294088411,0.625312321130919,0.9875318837453525,0.24199834451039448,0.10261607244072912,0.9868526720763618,0.48871822411072074,0.8869775600542259,0.29894402702247636,0.06012843536828816,0.1187731747328854,0.6944055138058883,0.21548312712279538,0.43521117329934034,0.7784764870380929,0.8030094592567347,0.23020463905587507,0.8441580600450347,0.8335272331083459,0.41840383321593766,1
30,0.46330405231044436,0.5524754677395589,0.8403470038613421,0.3646169858496895,0.9243181128779429,0.021683107361257226,0.16043755709196406,0.28379546827664615,0.28541501933263447,0.24766387068190854,0.5837413303520466,0.878436794369518,0.46144963191281596,0.08014650861429307,0.05362884956031655,0.23099921364840037,0.5496001389491387,0.2626696449954783,0.16216362607981416,0.8792765209304615,0.8881089824063709,0.186592299045946,0.4915293138675819,0.8801782771562459,0.6668764971338463,0.9546223224539218,0.7043489600791053,0.4103569497135622,0.5827323277590577,0.7269276348798492,1
